# Total Phase Data Center(tm) v8.10,,,,,,,,,
# (c) 2005-2026 Total Phase, Inc.,,,,,,,,
# www.totalphase.com,,,,,,,,,
#,,,,,,,,,
# ,,,,,,,,,
#,,,,,,,,,
# Level,Index,m:s.ms.us,Dur,Len,Err,S/P,Addr,Record,Data,Description
0,430,5:09.975.300,87.000 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,431,5:09.975.387,125.500 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,432,5:11.387.591,86.950 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,433,5:11.387.678,125.500 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,434,5:12.419.968,86.950 us,1 B,,S,36,Write Transaction,00,Set pointer Status (0x000)
0,435,5:12.420.055,125.500 us,2 B,,SP,36,Read Transaction,00 00*,Read Status (0x000) = 0x0000 (no named flags set)
0,436,5:12.420.187,86.550 us,1 B,,S,36,Write Transaction,D7,Set pointer ChgDetails01 (0x0D7)
0,437,5:12.420.273,125.450 us,2 B,,SP,36,Read Transaction,00 31*,"Read ChgDetails01 (0x0D7) = 0x3100 (BAT_DTLS=3 (battery OK), CHG_DTLS=1 (fast-charge constant current), BYP_DTLS=0 (BYP node OK))"
0,438,5:12.420.407,86.800 us,1 B,,S,37,Write Transaction,9D,Set pointer nFilterCfg (0x19D)
0,439,5:12.420.493,125.500 us,2 B,,SP,37,Read Transaction,A4 CE*,"Read nFilterCfg (0x19D) = 0xCEA4 (TEMP=1, MIX=13, VOLT=2, CURR=4)"
0,440,5:12.420.625,86.550 us,1 B,,S,36,Write Transaction,2F,Set pointer LearnCfg (0x02F)
0,441,5:12.420.712,125.450 us,2 B,,SP,36,Read Transaction,86 46*,"Read LearnCfg (0x02F) = 0x4686 (FiltEmpty=0 (detect empty using VCell), LearnStage=0, MixEn=1 (MixEn enabled))"
0,442,5:12.420.845,86.800 us,1 B,,S,36,Write Transaction,00,Set pointer Status (0x000)
0,443,5:12.420.932,125.500 us,2 B,,SP,36,Read Transaction,00 00*,Read Status (0x000) = 0x0000 (no named flags set)
0,444,5:12.421.132,121.450 us,1 B,,S,36,Write Transaction,52,Set pointer VSys (0x052)
0,445,5:12.421.253,125.450 us,2 B,,SP,36,Read Transaction,CC D0*,Read VSys (0x052) = 0xD0CC (4175.938 mV)
0,446,5:12.421.388,86.650 us,1 B,,S,36,Write Transaction,51,Set pointer ICHGIN (0x051)
0,447,5:12.421.474,125.500 us,2 B,,SP,36,Read Transaction,E0 09*,Read ICHGIN (0x051) = 0x09E0 (395 mA)
0,448,5:12.421.608,86.500 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,449,5:12.421.694,125.500 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,450,5:12.421.977,87.000 us,1 B,,S,36,Write Transaction,D5,Set pointer nChgConfig5 (0x0D5)
0,451,5:12.422.064,125.450 us,2 B,,SP,36,Read Transaction,03 00*,"Read nChgConfig5 (0x0D5) = 0x0003 (ChgEnable=1 (charger enabled), CCDetEn=1 (CC pin detection enabled))"
0,452,5:12.422.236,86.950 us,1 B,,S,36,Write Transaction,3A,Set pointer ProtStatus (0x03A)
0,453,5:12.422.323,125.500 us,2 B,,SP,36,Read Transaction,00 00*,Read ProtStatus (0x03A) = 0x0000 (no named flags set)
0,454,5:12.422.518,86.950 us,1 B,,S,36,Write Transaction,3E,Set pointer FProtStat (0x03E)
0,455,5:12.422.605,125.500 us,2 B,,SP,36,Read Transaction,00 06*,"Read FProtStat (0x03E) = 0x0600 (StepID=4 (step 4), Tempid=0 (Room))"
0,456,5:12.422.821,86.950 us,1 B,,S,36,Write Transaction,D6,Set pointer ChgDetails00 (0x0D6)
0,457,5:12.422.908,125.500 us,2 B,,SP,36,Read Transaction,60 DD*,"Read ChgDetails00 (0x0D6) = 0xDD60 (AICL_OK=1 (not in AICL mode), CHGIN_OK=1 (CHGIN valid), CHG_OK=1 (charging or charger off), BAT_OK=1 (BAT_DTLS 0x3, 0x4 or 0x7), BYP_OK=1 (BYP node OK), CHGIN_DTLS=3 (VCHGIN valid), CHGEN=0 (CHGEN pin high))"
0,458,5:12.423.214,87.000 us,1 B,,S,37,Write Transaction,C2,Set pointer nChgCfg0 (0x1C2)
0,459,5:12.423.301,125.450 us,2 B,,SP,37,Read Transaction,C1 00*,Read nChgCfg0 (0x1C2) = 0x00C1 (StepChgMode=0 (CV step charging))
0,460,5:12.423.433,86.900 us,1 B,,S,36,Write Transaction,D7,Set pointer ChgDetails01 (0x0D7)
0,461,5:12.423.520,125.450 us,2 B,,SP,36,Read Transaction,00 31*,"Read ChgDetails01 (0x0D7) = 0x3100 (BAT_DTLS=3 (battery OK), CHG_DTLS=1 (fast-charge constant current), BYP_DTLS=0 (BYP node OK))"
0,462,5:12.423.772,87.000 us,1 B,,S,37,Write Transaction,CE,Set pointer nIChgCfg1 (0x1CE)
0,463,5:12.423.859,125.450 us,2 B,,SP,37,Read Transaction,28 22*,"Read nIChgCfg1 (0x1CE) = 0x2228 (WarmChargeCurr=200 mA below room, RoomChargeCurr=900 mA, CoolChargeCurr=400 mA below room)"
0,464,5:12.424.037,86.950 us,1 B,,S,36,Write Transaction,1A,Set pointer VCell (0x01A)
0,465,5:12.424.123,125.500 us,2 B,,SP,36,Read Transaction,D7 D0*,Read VCell (0x01A) = 0xD0D7 (4176.797 mV)
0,466,5:12.424.257,86.800 us,1 B,,S,36,Write Transaction,1C,Set pointer Current (0x01C)
0,467,5:12.424.344,125.450 us,2 B,,SP,36,Read Transaction,BB 02*,Read Current (0x01C) = 0x02BB (109.2188 mA)
0,468,5:12.424.478,86.800 us,1 B,,S,36,Write Transaction,1B,Set pointer Temp (0x01B)
0,469,5:12.424.565,125.500 us,2 B,,SP,36,Read Transaction,3C 16*,Read Temp (0x01B) = 0x163C (22.23438 degC)
0,470,5:12.424.700,86.900 us,1 B,,S,36,Write Transaction,34,Set pointer DieTemp (0x034)
0,471,5:12.424.787,125.450 us,2 B,,SP,36,Read Transaction,73 16*,Read DieTemp (0x034) = 0x1673 (22.44922 degC)
0,472,5:12.424.920,86.550 us,1 B,,S,36,Write Transaction,07,Set pointer RepSOC (0x007)
0,473,5:12.425.007,125.450 us,2 B,,SP,36,Read Transaction,00 64*,Read RepSOC (0x007) = 0x6400 (100 %)
0,474,5:12.425.141,86.650 us,1 B,,S,36,Write Transaction,06,Set pointer RepCap (0x006)
0,475,5:12.425.228,125.450 us,2 B,,SP,36,Read Transaction,15 0F*,Read RepCap (0x006) = 0x0F15 (1930.5 mAh)
0,476,5:12.425.360,86.850 us,1 B,,S,36,Write Transaction,2A,Set pointer ChargingVoltage (0x02A)
0,477,5:12.425.447,125.500 us,2 B,,SP,36,Read Transaction,00 D2*,Read ChargingVoltage (0x02A) = 0xD200 (4200 mV)
0,478,5:12.425.581,86.800 us,1 B,,S,36,Write Transaction,28,Set pointer ChargingCurrent (0x028)
0,479,5:12.425.668,125.450 us,2 B,,SP,36,Read Transaction,80 02*,Read ChargingCurrent (0x028) = 0x0280 (100 mA)
0,480,5:12.425.802,86.850 us,1 B,,S,36,Write Transaction,29,Set pointer IChgTerm (0x029)
0,481,5:12.425.889,125.500 us,2 B,,SP,36,Read Transaction,80 0C*,Read IChgTerm (0x029) = 0x0C80 (500 mA)
0,482,5:12.426.022,86.500 us,1 B,,S,36,Write Transaction,18,Set pointer DesignCap (0x018)
0,483,5:12.426.108,125.500 us,2 B,,SP,36,Read Transaction,D8 0E*,Read DesignCap (0x018) = 0x0ED8 (1900 mAh)
0,484,5:12.426.242,87.050 us,1 B,,S,36,Write Transaction,10,Set pointer FullCapRep (0x010)
0,485,5:12.426.329,125.500 us,2 B,,SP,36,Read Transaction,15 0F*,Read FullCapRep (0x010) = 0x0F15 (1930.5 mAh)
0,486,5:12.426.462,86.850 us,1 B,,S,36,Write Transaction,25,Set pointer VFRemCap (0x025)
0,487,5:12.426.549,125.500 us,2 B,,SP,36,Read Transaction,16 0F*,Read VFRemCap (0x025) = 0x0F16 (1931 mAh)
0,488,5:12.426.682,86.600 us,1 B,,S,36,Write Transaction,FF,Set pointer VFSOC (0x0FF)
0,489,5:12.426.768,125.500 us,2 B,,SP,36,Read Transaction,A0 57*,Read VFSOC (0x0FF) = 0x57A0 (87.625 %)
0,490,5:13.388.793,86.950 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,491,5:13.388.880,125.500 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,492,5:15.454.193,86.950 us,1 B,,S,36,Write Transaction,00,Set pointer Status (0x000)
0,493,5:15.454.280,125.500 us,2 B,,SP,36,Read Transaction,00 00*,Read Status (0x000) = 0x0000 (no named flags set)
0,494,5:15.454.412,86.550 us,1 B,,S,36,Write Transaction,D7,Set pointer ChgDetails01 (0x0D7)
0,495,5:15.454.498,125.450 us,2 B,,SP,36,Read Transaction,00 31*,"Read ChgDetails01 (0x0D7) = 0x3100 (BAT_DTLS=3 (battery OK), CHG_DTLS=1 (fast-charge constant current), BYP_DTLS=0 (BYP node OK))"
0,496,5:15.454.632,86.800 us,1 B,,S,37,Write Transaction,9D,Set pointer nFilterCfg (0x19D)
0,497,5:15.454.718,125.500 us,2 B,,SP,37,Read Transaction,A4 CE*,"Read nFilterCfg (0x19D) = 0xCEA4 (TEMP=1, MIX=13, VOLT=2, CURR=4)"
0,498,5:15.454.874,86.850 us,1 B,,S,36,Write Transaction,2F,Set pointer LearnCfg (0x02F)
0,499,5:15.454.961,125.450 us,2 B,,SP,36,Read Transaction,86 46*,"Read LearnCfg (0x02F) = 0x4686 (FiltEmpty=0 (detect empty using VCell), LearnStage=0, MixEn=1 (MixEn enabled))"
0,500,5:15.455.095,86.550 us,1 B,,S,36,Write Transaction,00,Set pointer Status (0x000)
0,501,5:15.455.182,125.500 us,2 B,,SP,36,Read Transaction,00 00*,Read Status (0x000) = 0x0000 (no named flags set)
0,502,5:15.455.382,86.950 us,1 B,,S,36,Write Transaction,52,Set pointer VSys (0x052)
0,503,5:15.455.469,125.500 us,2 B,,SP,36,Read Transaction,DE D0*,Read VSys (0x052) = 0xD0DE (4177.344 mV)
0,504,5:15.455.602,86.800 us,1 B,,S,36,Write Transaction,51,Set pointer ICHGIN (0x051)
0,505,5:15.455.689,125.500 us,2 B,,SP,36,Read Transaction,FA 09*,Read ICHGIN (0x051) = 0x09FA (399.0625 mA)
0,506,5:15.455.822,86.850 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,507,5:15.455.909,125.450 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,508,5:15.456.192,86.950 us,1 B,,S,36,Write Transaction,D5,Set pointer nChgConfig5 (0x0D5)
0,509,5:15.456.279,125.500 us,2 B,,SP,36,Read Transaction,03 00*,"Read nChgConfig5 (0x0D5) = 0x0003 (ChgEnable=1 (charger enabled), CCDetEn=1 (CC pin detection enabled))"
0,510,5:15.456.453,87.000 us,1 B,,S,36,Write Transaction,3A,Set pointer ProtStatus (0x03A)
0,511,5:15.456.540,125.450 us,2 B,,SP,36,Read Transaction,00 00*,Read ProtStatus (0x03A) = 0x0000 (no named flags set)
0,512,5:15.456.735,87.000 us,1 B,,S,36,Write Transaction,3E,Set pointer FProtStat (0x03E)
0,513,5:15.456.822,125.450 us,2 B,,SP,36,Read Transaction,00 06*,"Read FProtStat (0x03E) = 0x0600 (StepID=4 (step 4), Tempid=0 (Room))"
0,514,5:15.457.039,86.950 us,1 B,,S,36,Write Transaction,D6,Set pointer ChgDetails00 (0x0D6)
0,515,5:15.457.126,125.500 us,2 B,,SP,36,Read Transaction,60 DD*,"Read ChgDetails00 (0x0D6) = 0xDD60 (AICL_OK=1 (not in AICL mode), CHGIN_OK=1 (CHGIN valid), CHG_OK=1 (charging or charger off), BAT_OK=1 (BAT_DTLS 0x3, 0x4 or 0x7), BYP_OK=1 (BYP node OK), CHGIN_DTLS=3 (VCHGIN valid), CHGEN=0 (CHGEN pin high))"
0,516,5:15.457.433,86.950 us,1 B,,S,37,Write Transaction,C2,Set pointer nChgCfg0 (0x1C2)
0,517,5:15.457.520,125.500 us,2 B,,SP,37,Read Transaction,C1 00*,Read nChgCfg0 (0x1C2) = 0x00C1 (StepChgMode=0 (CV step charging))
0,518,5:15.457.652,86.850 us,1 B,,S,36,Write Transaction,D7,Set pointer ChgDetails01 (0x0D7)
0,519,5:15.457.739,125.500 us,2 B,,SP,36,Read Transaction,00 31*,"Read ChgDetails01 (0x0D7) = 0x3100 (BAT_DTLS=3 (battery OK), CHG_DTLS=1 (fast-charge constant current), BYP_DTLS=0 (BYP node OK))"
0,520,5:15.457.989,86.950 us,1 B,,S,37,Write Transaction,CE,Set pointer nIChgCfg1 (0x1CE)
0,521,5:15.458.076,125.500 us,2 B,,SP,37,Read Transaction,28 22*,"Read nIChgCfg1 (0x1CE) = 0x2228 (WarmChargeCurr=200 mA below room, RoomChargeCurr=900 mA, CoolChargeCurr=400 mA below room)"
0,522,5:15.458.254,86.950 us,1 B,,S,36,Write Transaction,1A,Set pointer VCell (0x01A)
0,523,5:15.458.341,125.500 us,2 B,,SP,36,Read Transaction,E1 D0*,Read VCell (0x01A) = 0xD0E1 (4177.578 mV)
0,524,5:15.458.474,86.800 us,1 B,,S,36,Write Transaction,1C,Set pointer Current (0x01C)
0,525,5:15.458.561,125.450 us,2 B,,SP,36,Read Transaction,62 02*,Read Current (0x01C) = 0x0262 (95.3125 mA)
0,526,5:15.458.695,86.800 us,1 B,,S,36,Write Transaction,1B,Set pointer Temp (0x01B)
0,527,5:15.458.782,125.450 us,2 B,,SP,36,Read Transaction,40 16*,Read Temp (0x01B) = 0x1640 (22.25 degC)
0,528,5:15.458.916,86.900 us,1 B,,S,36,Write Transaction,34,Set pointer DieTemp (0x034)
0,529,5:15.459.003,125.450 us,2 B,,SP,36,Read Transaction,A8 16*,Read DieTemp (0x034) = 0x16A8 (22.65625 degC)
0,530,5:15.459.137,86.550 us,1 B,,S,36,Write Transaction,07,Set pointer RepSOC (0x007)
0,531,5:15.459.224,125.450 us,2 B,,SP,36,Read Transaction,03 64*,Read RepSOC (0x007) = 0x6403 (100.0117 %)
0,532,5:15.459.358,86.650 us,1 B,,S,36,Write Transaction,06,Set pointer RepCap (0x006)
0,533,5:15.459.444,125.450 us,2 B,,SP,36,Read Transaction,15 0F*,Read RepCap (0x006) = 0x0F15 (1930.5 mAh)
0,534,5:15.459.577,86.850 us,1 B,,S,36,Write Transaction,2A,Set pointer ChargingVoltage (0x02A)
0,535,5:15.459.664,125.450 us,2 B,,SP,36,Read Transaction,00 D2*,Read ChargingVoltage (0x02A) = 0xD200 (4200 mV)
0,536,5:15.459.798,86.800 us,1 B,,S,36,Write Transaction,28,Set pointer ChargingCurrent (0x028)
0,537,5:15.459.885,125.450 us,2 B,,SP,36,Read Transaction,80 02*,Read ChargingCurrent (0x028) = 0x0280 (100 mA)
0,538,5:15.460.019,86.900 us,1 B,,S,36,Write Transaction,29,Set pointer IChgTerm (0x029)
0,539,5:15.460.106,125.450 us,2 B,,SP,36,Read Transaction,80 0C*,Read IChgTerm (0x029) = 0x0C80 (500 mA)
0,540,5:15.460.239,86.500 us,1 B,,S,36,Write Transaction,18,Set pointer DesignCap (0x018)
0,541,5:15.460.325,125.500 us,2 B,,SP,36,Read Transaction,D8 0E*,Read DesignCap (0x018) = 0x0ED8 (1900 mAh)
0,542,5:15.460.459,87.050 us,1 B,,S,36,Write Transaction,10,Set pointer FullCapRep (0x010)
0,543,5:15.460.546,125.450 us,2 B,,SP,36,Read Transaction,15 0F*,Read FullCapRep (0x010) = 0x0F15 (1930.5 mAh)
0,544,5:15.460.679,86.850 us,1 B,,S,36,Write Transaction,25,Set pointer VFRemCap (0x025)
0,545,5:15.460.766,125.500 us,2 B,,SP,36,Read Transaction,16 0F*,Read VFRemCap (0x025) = 0x0F16 (1931 mAh)
0,546,5:15.460.899,86.900 us,1 B,,S,36,Write Transaction,FF,Set pointer VFSOC (0x0FF)
0,547,5:15.460.986,125.450 us,2 B,,SP,36,Read Transaction,A2 57*,Read VFSOC (0x0FF) = 0x57A2 (87.63281 %)
0,548,5:15.461.613,86.950 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,549,5:15.461.700,125.500 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,550,5:17.462.225,86.950 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,551,5:17.462.312,125.500 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,552,5:19.463.451,86.950 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,553,5:19.463.538,139.550 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,554,5:21.464.655,86.950 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,555,5:21.464.741,125.450 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,556,5:23.465.862,86.950 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,557,5:23.465.949,125.450 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,558,5:25.478.299,86.950 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,559,5:25.478.386,125.500 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,560,5:27.490.523,86.950 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,561,5:27.490.610,125.500 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,562,5:29.510.938,133.900 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,563,5:29.511.071,125.500 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,564,5:31.511.782,86.950 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,565,5:31.511.869,125.500 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,566,5:33.512.929,87.000 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,567,5:33.513.016,125.500 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,568,5:35.514.131,87.000 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,569,5:35.514.218,125.450 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,570,5:37.515.357,86.950 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,571,5:37.515.444,125.500 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,572,5:39.516.576,87.000 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,573,5:39.516.663,125.450 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,574,5:41.520.778,86.950 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,575,5:41.520.865,125.500 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,576,5:43.522.193,86.950 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,577,5:43.522.280,130.350 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,578,5:45.523.212,86.900 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,579,5:45.523.298,125.500 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,580,5:47.527.416,87.000 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,581,5:47.527.503,125.500 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,582,5:49.528.625,86.950 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,583,5:49.528.712,125.500 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,584,5:51.529.844,86.950 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,585,5:51.529.931,125.500 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,586,5:53.531.059,86.950 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,587,5:53.531.145,125.500 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,588,5:55.532.269,86.950 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,589,5:55.532.356,125.500 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,590,5:57.533.476,86.950 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,591,5:57.533.563,125.450 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,592,5:59.534.689,87.000 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,593,5:59.534.776,125.500 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,594,6:01.535.909,87.000 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,595,6:01.535.996,125.500 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,596,6:03.537.128,86.950 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,597,6:03.537.215,125.450 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,598,6:05.538.331,86.950 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,599,6:05.538.418,125.500 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,600,6:07.539.554,86.950 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,601,6:07.539.641,125.500 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,602,6:09.549.010,87.000 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,603,6:09.549.097,125.450 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
