# Total Phase Data Center(tm) v8.10,,,,,,,,,
# (c) 2005-2026 Total Phase, Inc.,,,,,,,,
# www.totalphase.com,,,,,,,,,
#,,,,,,,,,
# ,,,,,,,,,
#,,,,,,,,,
# Level,Index,m:s.ms.us,Dur,Len,Err,S/P,Addr,Record,Data,Description
0,152,5:04.650.867,88.300 us,1 B,,S,36,Write Transaction,A3,Set pointer ModelCfg (0x0A3)
0,153,5:04.650.956,128.200 us,2 B,,SP,36,Read Transaction,00 80*,"Read ModelCfg (0x0A3) = 0x8000 (Refresh=1 (model reload commanded), VChg=0 (charge termination 4.2V), ModelID=0 (lithium cobalt-oxide variants))"
0,154,5:04.652.868,88.300 us,1 B,,S,36,Write Transaction,A3,Set pointer ModelCfg (0x0A3)
0,155,5:04.652.956,128.200 us,2 B,,SP,36,Read Transaction,00 80*,"Read ModelCfg (0x0A3) = 0x8000 (Refresh=1 (model reload commanded), VChg=0 (charge termination 4.2V), ModelID=0 (lithium cobalt-oxide variants))"
0,156,5:04.654.868,88.300 us,1 B,,S,36,Write Transaction,A3,Set pointer ModelCfg (0x0A3)
0,157,5:04.654.956,128.200 us,2 B,,SP,36,Read Transaction,00 80*,"Read ModelCfg (0x0A3) = 0x8000 (Refresh=1 (model reload commanded), VChg=0 (charge termination 4.2V), ModelID=0 (lithium cobalt-oxide variants))"
0,158,5:04.656.868,88.500 us,1 B,,S,36,Write Transaction,A3,Set pointer ModelCfg (0x0A3)
0,159,5:04.656.957,128.200 us,2 B,,SP,36,Read Transaction,00 80*,"Read ModelCfg (0x0A3) = 0x8000 (Refresh=1 (model reload commanded), VChg=0 (charge termination 4.2V), ModelID=0 (lithium cobalt-oxide variants))"
0,160,5:04.658.868,88.300 us,1 B,,S,36,Write Transaction,A3,Set pointer ModelCfg (0x0A3)
0,161,5:04.658.956,128.200 us,2 B,,SP,36,Read Transaction,00 80*,"Read ModelCfg (0x0A3) = 0x8000 (Refresh=1 (model reload commanded), VChg=0 (charge termination 4.2V), ModelID=0 (lithium cobalt-oxide variants))"
0,162,5:04.660.869,88.300 us,1 B,,S,36,Write Transaction,A3,Set pointer ModelCfg (0x0A3)
0,163,5:04.660.957,128.200 us,2 B,,SP,36,Read Transaction,00 80*,"Read ModelCfg (0x0A3) = 0x8000 (Refresh=1 (model reload commanded), VChg=0 (charge termination 4.2V), ModelID=0 (lithium cobalt-oxide variants))"
0,164,5:04.662.869,88.300 us,1 B,,S,36,Write Transaction,A3,Set pointer ModelCfg (0x0A3)
0,165,5:04.662.957,128.200 us,2 B,,SP,36,Read Transaction,00 80*,"Read ModelCfg (0x0A3) = 0x8000 (Refresh=1 (model reload commanded), VChg=0 (charge termination 4.2V), ModelID=0 (lithium cobalt-oxide variants))"
0,166,5:04.664.869,88.300 us,1 B,,S,36,Write Transaction,A3,Set pointer ModelCfg (0x0A3)
0,167,5:04.664.958,128.200 us,2 B,,SP,36,Read Transaction,00 80*,"Read ModelCfg (0x0A3) = 0x8000 (Refresh=1 (model reload commanded), VChg=0 (charge termination 4.2V), ModelID=0 (lithium cobalt-oxide variants))"
0,168,5:04.666.869,88.300 us,1 B,,S,36,Write Transaction,A3,Set pointer ModelCfg (0x0A3)
0,169,5:04.666.957,128.200 us,2 B,,SP,36,Read Transaction,00 80*,"Read ModelCfg (0x0A3) = 0x8000 (Refresh=1 (model reload commanded), VChg=0 (charge termination 4.2V), ModelID=0 (lithium cobalt-oxide variants))"
0,170,5:04.668.869,88.350 us,1 B,,S,36,Write Transaction,A3,Set pointer ModelCfg (0x0A3)
0,171,5:04.668.958,128.150 us,2 B,,SP,36,Read Transaction,00 80*,"Read ModelCfg (0x0A3) = 0x8000 (Refresh=1 (model reload commanded), VChg=0 (charge termination 4.2V), ModelID=0 (lithium cobalt-oxide variants))"
0,172,5:04.670.870,88.550 us,1 B,,S,36,Write Transaction,A3,Set pointer ModelCfg (0x0A3)
0,173,5:04.670.959,128.200 us,2 B,,SP,36,Read Transaction,00 80*,"Read ModelCfg (0x0A3) = 0x8000 (Refresh=1 (model reload commanded), VChg=0 (charge termination 4.2V), ModelID=0 (lithium cobalt-oxide variants))"
0,174,5:04.672.870,88.300 us,1 B,,S,36,Write Transaction,A3,Set pointer ModelCfg (0x0A3)
0,175,5:04.672.958,128.200 us,2 B,,SP,36,Read Transaction,00 80*,"Read ModelCfg (0x0A3) = 0x8000 (Refresh=1 (model reload commanded), VChg=0 (charge termination 4.2V), ModelID=0 (lithium cobalt-oxide variants))"
0,176,5:04.674.870,88.400 us,1 B,,S,36,Write Transaction,A3,Set pointer ModelCfg (0x0A3)
0,177,5:04.674.958,128.200 us,2 B,,SP,36,Read Transaction,00 00*,"Read ModelCfg (0x0A3) = 0x0000 (VChg=0 (charge termination 4.2V), ModelID=0 (lithium cobalt-oxide variants))"
0,178,5:04.675.158,88.550 us,1 B,,S,36,Write Transaction,00,Set pointer Status (0x000)
0,179,5:04.675.246,128.150 us,2 B,,SP,36,Read Transaction,02 00*,Read Status (0x000) = 0x0002 (POR=1 (power-on reset detected))
0,180,5:04.675.381,169.150 us,3 B,,SP,36,Write Transaction,00 00 00,Write Status (0x000) = 0x0000 (no named flags set)
0,181,5:04.675.558,88.300 us,1 B,,S,36,Write Transaction,00,Set pointer Status (0x000)
0,182,5:04.675.646,128.150 us,2 B,,SP,36,Read Transaction,00 00*,Read Status (0x000) = 0x0000 (no named flags set)
0,183,5:04.675.844,88.500 us,1 B,,S,36,Write Transaction,D7,Set pointer ChgDetails01 (0x0D7)
0,184,5:04.675.932,128.200 us,2 B,,SP,36,Read Transaction,00 32*,"Read ChgDetails01 (0x0D7) = 0x3200 (BAT_DTLS=3 (battery OK), CHG_DTLS=2 (fast-charge constant voltage), BYP_DTLS=0 (BYP node OK))"
0,185,5:04.676.068,169.200 us,3 B,,SP,36,Write Transaction,D7 00 32,"Write ChgDetails01 (0x0D7) = 0x3200 (BAT_DTLS=3 (battery OK), CHG_DTLS=2 (fast-charge constant voltage), BYP_DTLS=0 (BYP node OK))"
0,186,5:04.676.244,88.300 us,1 B,,S,36,Write Transaction,D7,Set pointer ChgDetails01 (0x0D7)
0,187,5:04.676.333,128.150 us,2 B,,SP,36,Read Transaction,00 32*,"Read ChgDetails01 (0x0D7) = 0x3200 (BAT_DTLS=3 (battery OK), CHG_DTLS=2 (fast-charge constant voltage), BYP_DTLS=0 (BYP node OK))"
0,188,5:04.676.568,88.550 us,1 B,,S,37,Write Transaction,C9,Set pointer nADCCfg (0x1C9)
0,189,5:04.676.657,128.150 us,2 B,,SP,37,Read Transaction,10 00*,"Read nADCCfg (0x1C9) = 0x0010 (R100=0 (10kOhm THM pullup), ThEn=1 (Temp reports THM thermistor), RsnsEn=0 (internal current sense))"
0,190,5:04.676.791,168.750 us,3 B,,SP,37,Write Transaction,C9 14 00,"Write nADCCfg (0x1C9) = 0x0014 (R100=0 (10kOhm THM pullup), ThEn=1 (Temp reports THM thermistor), RsnsEn=1 (external sense resistor))"
0,191,5:04.676.967,88.300 us,1 B,,S,37,Write Transaction,C9,Set pointer nADCCfg (0x1C9)
0,192,5:04.677.055,128.150 us,2 B,,SP,37,Read Transaction,14 00*,"Read nADCCfg (0x1C9) = 0x0014 (R100=0 (10kOhm THM pullup), ThEn=1 (Temp reports THM thermistor), RsnsEn=1 (external sense resistor))"
0,193,5:04.677.279,88.550 us,1 B,,S,36,Write Transaction,B8,Set pointer CGTempCo (0x0B8)
0,194,5:04.677.367,128.200 us,2 B,,SP,36,Read Transaction,25 00*,Read CGTempCo (0x0B8) = 0x0025
0,195,5:04.677.553,169.100 us,3 B,,SP,36,Write Transaction,B8 00 00,Write CGTempCo (0x0B8) = 0x0000
0,196,5:04.677.729,88.400 us,1 B,,S,36,Write Transaction,B8,Set pointer CGTempCo (0x0B8)
0,197,5:04.677.818,128.200 us,2 B,,SP,36,Read Transaction,00 00*,Read CGTempCo (0x0B8) = 0x0000
0,198,5:04.678.133,88.550 us,1 B,,S,36,Write Transaction,18,Set pointer DesignCap (0x018)
0,199,5:04.678.222,128.200 us,2 B,,SP,36,Read Transaction,D8 0E*,Read DesignCap (0x018) = 0x0ED8 (1900 mAh)
0,200,5:04.678.407,169.100 us,3 B,,SP,36,Write Transaction,18 D8 0E,Write DesignCap (0x018) = 0x0ED8 (1900 mAh)
0,201,5:04.678.583,88.450 us,1 B,,S,36,Write Transaction,18,Set pointer DesignCap (0x018)
0,202,5:04.678.672,128.150 us,2 B,,SP,36,Read Transaction,D8 0E*,Read DesignCap (0x018) = 0x0ED8 (1900 mAh)
0,203,5:04.678.807,88.300 us,1 B,,S,36,Write Transaction,D0,Set pointer nChgConfig0 (0x0D0)
0,204,5:04.678.895,128.150 us,2 B,,SP,36,Read Transaction,05 8C*,"Read nChgConfig0 (0x0D0) = 0x8C05 (PQEN=1 (low-battery prequalification enabled), LSEL=0 (0.47uH inductor), RECYCLE_EN=1, FCHGTIME=4 (6 h), MODE=5 (charger on (step/JEITA controlled)))"
0,205,5:04.679.139,88.550 us,1 B,,S,36,Write Transaction,D0,Set pointer nChgConfig0 (0x0D0)
0,206,5:04.679.228,128.150 us,2 B,,SP,36,Read Transaction,05 8C*,"Read nChgConfig0 (0x0D0) = 0x8C05 (PQEN=1 (low-battery prequalification enabled), LSEL=0 (0.47uH inductor), RECYCLE_EN=1, FCHGTIME=4 (6 h), MODE=5 (charger on (step/JEITA controlled)))"
0,207,5:04.679.363,169.000 us,3 B,,SP,36,Write Transaction,D0 05 CC,"Write nChgConfig0 (0x0D0) = 0xCC05 (PQEN=1 (low-battery prequalification enabled), LSEL=1 (1.0uH inductor), RECYCLE_EN=1, FCHGTIME=4 (6 h), MODE=5 (charger on (step/JEITA controlled)))"
0,208,5:04.679.539,88.300 us,1 B,,S,36,Write Transaction,D0,Set pointer nChgConfig0 (0x0D0)
0,209,5:04.679.627,128.200 us,2 B,,SP,36,Read Transaction,05 CC*,"Read nChgConfig0 (0x0D0) = 0xCC05 (PQEN=1 (low-battery prequalification enabled), LSEL=1 (1.0uH inductor), RECYCLE_EN=1, FCHGTIME=4 (6 h), MODE=5 (charger on (step/JEITA controlled)))"
0,210,5:04.679.845,88.400 us,1 B,,S,37,Write Transaction,CA,Set pointer nThermCfg (0x1CA)
0,211,5:04.679.933,128.150 us,2 B,,SP,37,Read Transaction,BE 71*,Read nThermCfg (0x1CA) = 0x71BE
0,212,5:04.680.117,169.100 us,3 B,,SP,37,Write Transaction,CA B1 71,Write nThermCfg (0x1CA) = 0x71B1
0,213,5:04.680.294,88.450 us,1 B,,S,37,Write Transaction,CA,Set pointer nThermCfg (0x1CA)
0,214,5:04.680.382,128.150 us,2 B,,SP,37,Read Transaction,B1 71*,Read nThermCfg (0x1CA) = 0x71B1
0,215,5:04.680.517,88.300 us,1 B,,S,37,Write Transaction,CA,Set pointer nThermCfg (0x1CA)
0,216,5:04.680.605,128.200 us,2 B,,SP,37,Read Transaction,B1 71*,Read nThermCfg (0x1CA) = 0x71B1
0,217,5:04.680.876,88.550 us,1 B,,S,37,Write Transaction,C4,Set pointer nStepCurr (0x1C4)
0,218,5:04.680.964,128.200 us,2 B,,SP,37,Read Transaction,55 55*,"Read nStepCurr (0x1C4) = 0x5555 (StepCurr4=250 mA below step3, StepCurr3=250 mA below step2, StepCurr2=250 mA below step1, StepCurr1=500 mA below step0)"
0,219,5:04.681.148,169.100 us,3 B,,SP,37,Write Transaction,C4 42 44,"Write nStepCurr (0x1C4) = 0x4442 (StepCurr4=200 mA below step3, StepCurr3=200 mA below step2, StepCurr2=200 mA below step1, StepCurr1=200 mA below step0)"
0,220,5:04.681.324,88.400 us,1 B,,S,37,Write Transaction,C4,Set pointer nStepCurr (0x1C4)
0,221,5:04.681.413,128.200 us,2 B,,SP,37,Read Transaction,42 44*,"Read nStepCurr (0x1C4) = 0x4442 (StepCurr4=200 mA below step3, StepCurr3=200 mA below step2, StepCurr2=200 mA below step1, StepCurr1=200 mA below step0)"
0,222,5:04.681.631,88.550 us,1 B,,S,37,Write Transaction,C5,Set pointer nStepVolt (0x1C5)
0,223,5:04.681.720,128.200 us,2 B,,SP,37,Read Transaction,55 55*,"Read nStepVolt (0x1C5) = 0x5555 (StepVolt0=50 mV below step1, StepVolt1=50 mV below step2, StepVolt2=50 mV below step3, StepVolt3=50 mV below step4)"
0,224,5:04.681.904,169.150 us,3 B,,SP,37,Write Transaction,C5 55 55,"Write nStepVolt (0x1C5) = 0x5555 (StepVolt0=50 mV below step1, StepVolt1=50 mV below step2, StepVolt2=50 mV below step3, StepVolt3=50 mV below step4)"
0,225,5:04.682.081,88.400 us,1 B,,S,37,Write Transaction,C5,Set pointer nStepVolt (0x1C5)
0,226,5:04.682.169,128.200 us,2 B,,SP,37,Read Transaction,55 55*,"Read nStepVolt (0x1C5) = 0x5555 (StepVolt0=50 mV below step1, StepVolt1=50 mV below step2, StepVolt2=50 mV below step3, StepVolt3=50 mV below step4)"
0,227,5:04.682.388,88.550 us,1 B,,S,37,Write Transaction,CC,Set pointer nVChgCfg1 (0x1CC)
0,228,5:04.682.476,128.150 us,2 B,,SP,37,Read Transaction,D5 54*,"Read nVChgCfg1 (0x1CC) = 0x54D5 (WarmChargeVolt=50 mV below room, RoomChargeVolt=4170 mV, CoolChargeVolt=50 mV below room)"
0,229,5:04.682.660,169.100 us,3 B,,SP,37,Write Transaction,CC 05 55,"Write nVChgCfg1 (0x1CC) = 0x5505 (WarmChargeVolt=50 mV below room, RoomChargeVolt=4200 mV, CoolChargeVolt=50 mV below room)"
0,230,5:04.682.836,88.400 us,1 B,,S,37,Write Transaction,CC,Set pointer nVChgCfg1 (0x1CC)
0,231,5:04.682.925,128.150 us,2 B,,SP,37,Read Transaction,05 55*,"Read nVChgCfg1 (0x1CC) = 0x5505 (WarmChargeVolt=50 mV below room, RoomChargeVolt=4200 mV, CoolChargeVolt=50 mV below room)"
0,232,5:04.683.143,88.550 us,1 B,,S,37,Write Transaction,CD,Set pointer nVChgCfg2 (0x1CD)
0,233,5:04.683.232,128.150 us,2 B,,SP,37,Read Transaction,55 55*,"Read nVChgCfg2 (0x1CD) = 0x5555 (Hot2ChargeVolt=50 mV below hot1, Hot1ChargeVolt=50 mV below warm, Cold1ChargeVolt=50 mV below cool, Cold2ChargeVolt=50 mV below cold1)"
0,234,5:04.683.415,169.100 us,3 B,,SP,37,Write Transaction,CD 55 55,"Write nVChgCfg2 (0x1CD) = 0x5555 (Hot2ChargeVolt=50 mV below hot1, Hot1ChargeVolt=50 mV below warm, Cold1ChargeVolt=50 mV below cool, Cold2ChargeVolt=50 mV below cold1)"
0,235,5:04.683.592,88.400 us,1 B,,S,37,Write Transaction,CD,Set pointer nVChgCfg2 (0x1CD)
0,236,5:04.683.680,128.150 us,2 B,,SP,37,Read Transaction,55 55*,"Read nVChgCfg2 (0x1CD) = 0x5555 (Hot2ChargeVolt=50 mV below hot1, Hot1ChargeVolt=50 mV below warm, Cold1ChargeVolt=50 mV below cool, Cold2ChargeVolt=50 mV below cold1)"
0,237,5:04.683.900,88.550 us,1 B,,S,37,Write Transaction,CE,Set pointer nIChgCfg1 (0x1CE)
0,238,5:04.683.989,128.150 us,2 B,,SP,37,Read Transaction,E8 21*,"Read nIChgCfg1 (0x1CE) = 0x21E8 (WarmChargeCurr=200 mA below room, RoomChargeCurr=800 mA, CoolChargeCurr=400 mA below room)"
0,239,5:04.684.172,169.150 us,3 B,,SP,37,Write Transaction,CE E8 23,"Write nIChgCfg1 (0x1CE) = 0x23E8 (WarmChargeCurr=200 mA below room, RoomChargeCurr=1600 mA, CoolChargeCurr=400 mA below room)"
0,240,5:04.684.348,88.400 us,1 B,,S,37,Write Transaction,CE,Set pointer nIChgCfg1 (0x1CE)
0,241,5:04.684.437,128.200 us,2 B,,SP,37,Read Transaction,E8 23*,"Read nIChgCfg1 (0x1CE) = 0x23E8 (WarmChargeCurr=200 mA below room, RoomChargeCurr=1600 mA, CoolChargeCurr=400 mA below room)"
0,242,5:04.684.655,88.550 us,1 B,,S,37,Write Transaction,CF,Set pointer nIChgCfg2 (0x1CF)
0,243,5:04.684.744,128.150 us,2 B,,SP,37,Read Transaction,55 55*,"Read nIChgCfg2 (0x1CF) = 0x5555 (Hot2ChargeCurr=250 mA below hot1, Hot1ChargeCurr=250 mA below warm, Cold1ChargeCurr=250 mA below cool, Cold2ChargeCurr=250 mA below cold1)"
0,244,5:04.684.927,169.100 us,3 B,,SP,37,Write Transaction,CF 55 55,"Write nIChgCfg2 (0x1CF) = 0x5555 (Hot2ChargeCurr=250 mA below hot1, Hot1ChargeCurr=250 mA below warm, Cold1ChargeCurr=250 mA below cool, Cold2ChargeCurr=250 mA below cold1)"
0,245,5:04.685.104,88.400 us,1 B,,S,37,Write Transaction,CF,Set pointer nIChgCfg2 (0x1CF)
0,246,5:04.685.192,128.200 us,2 B,,SP,37,Read Transaction,55 55*,"Read nIChgCfg2 (0x1CF) = 0x5555 (Hot2ChargeCurr=250 mA below hot1, Hot1ChargeCurr=250 mA below warm, Cold1ChargeCurr=250 mA below cool, Cold2ChargeCurr=250 mA below cold1)"
0,247,5:04.685.327,88.300 us,1 B,,S,37,Write Transaction,C9,Set pointer nADCCfg (0x1C9)
0,248,5:04.685.416,128.150 us,2 B,,SP,37,Read Transaction,14 00*,"Read nADCCfg (0x1C9) = 0x0014 (R100=0 (10kOhm THM pullup), ThEn=1 (Temp reports THM thermistor), RsnsEn=1 (external sense resistor))"
0,249,5:04.685.666,88.550 us,1 B,,S,37,Write Transaction,C9,Set pointer nADCCfg (0x1C9)
0,250,5:04.685.754,128.200 us,2 B,,SP,37,Read Transaction,14 00*,"Read nADCCfg (0x1C9) = 0x0014 (R100=0 (10kOhm THM pullup), ThEn=1 (Temp reports THM thermistor), RsnsEn=1 (external sense resistor))"
0,251,5:04.685.890,169.000 us,3 B,,SP,37,Write Transaction,C9 14 00,"Write nADCCfg (0x1C9) = 0x0014 (R100=0 (10kOhm THM pullup), ThEn=1 (Temp reports THM thermistor), RsnsEn=1 (external sense resistor))"
0,252,5:04.686.066,88.300 us,1 B,,S,37,Write Transaction,C9,Set pointer nADCCfg (0x1C9)
0,253,5:04.686.154,128.200 us,2 B,,SP,37,Read Transaction,14 00*,"Read nADCCfg (0x1C9) = 0x0014 (R100=0 (10kOhm THM pullup), ThEn=1 (Temp reports THM thermistor), RsnsEn=1 (external sense resistor))"
0,254,5:04.686.373,88.550 us,1 B,,S,37,Write Transaction,D5,Set pointer nTPrtTh2 (0x1D5)
0,255,5:04.686.461,128.150 us,2 B,,SP,37,Read Transaction,15 71*,"Read nTPrtTh2 (0x1D5) = 0x7115 (Ttoohot=20 degC above Thot2, Thot2=5 degC above Thot1, Thot1=5 degC above Twarm, Twarm=15 degC above Troom)"
0,256,5:04.686.645,169.100 us,3 B,,SP,37,Write Transaction,D5 17 51,"Write nTPrtTh2 (0x1D5) = 0x5117 (Ttoohot=15 degC above Thot2, Thot2=5 degC above Thot1, Thot1=5 degC above Twarm, Twarm=20 degC above Troom)"
0,257,5:04.686.821,88.700 us,1 B,,S,37,Write Transaction,D5,Set pointer nTPrtTh2 (0x1D5)
0,258,5:04.686.910,128.200 us,2 B,,SP,37,Read Transaction,17 51*,"Read nTPrtTh2 (0x1D5) = 0x5117 (Ttoohot=15 degC above Thot2, Thot2=5 degC above Thot1, Thot1=5 degC above Twarm, Twarm=20 degC above Troom)"
0,259,5:04.687.133,88.550 us,1 B,,S,37,Write Transaction,C2,Set pointer nChgCfg0 (0x1C2)
0,260,5:04.687.222,128.200 us,2 B,,SP,37,Read Transaction,C1 40*,Read nChgCfg0 (0x1C2) = 0x40C1 (StepChgMode=0 (CV step charging))
0,261,5:04.687.405,169.100 us,3 B,,SP,37,Write Transaction,C2 C1 00,Write nChgCfg0 (0x1C2) = 0x00C1 (StepChgMode=0 (CV step charging))
0,262,5:04.687.582,88.400 us,1 B,,S,37,Write Transaction,C2,Set pointer nChgCfg0 (0x1C2)
0,263,5:04.687.671,128.200 us,2 B,,SP,37,Read Transaction,C1 00*,Read nChgCfg0 (0x1C2) = 0x00C1 (StepChgMode=0 (CV step charging))
0,264,5:04.687.806,88.300 us,1 B,,S,37,Write Transaction,CE,Set pointer nIChgCfg1 (0x1CE)
0,265,5:04.687.894,128.150 us,2 B,,SP,37,Read Transaction,E8 23*,"Read nIChgCfg1 (0x1CE) = 0x23E8 (WarmChargeCurr=200 mA below room, RoomChargeCurr=1600 mA, CoolChargeCurr=400 mA below room)"
0,266,5:04.688.256,88.550 us,1 B,,S,37,Write Transaction,CE,Set pointer nIChgCfg1 (0x1CE)
0,267,5:04.688.344,128.200 us,2 B,,SP,37,Read Transaction,E8 23*,"Read nIChgCfg1 (0x1CE) = 0x23E8 (WarmChargeCurr=200 mA below room, RoomChargeCurr=1600 mA, CoolChargeCurr=400 mA below room)"
0,268,5:04.688.527,169.100 us,3 B,,SP,37,Write Transaction,CE 28 22,"Write nIChgCfg1 (0x1CE) = 0x2228 (WarmChargeCurr=200 mA below room, RoomChargeCurr=900 mA, CoolChargeCurr=400 mA below room)"
0,269,5:04.688.704,88.400 us,1 B,,S,37,Write Transaction,CE,Set pointer nIChgCfg1 (0x1CE)
0,270,5:04.688.793,128.200 us,2 B,,SP,37,Read Transaction,28 22*,"Read nIChgCfg1 (0x1CE) = 0x2228 (WarmChargeCurr=200 mA below room, RoomChargeCurr=900 mA, CoolChargeCurr=400 mA below room)"
0,271,5:04.689.029,88.550 us,1 B,,S,36,Write Transaction,D5,Set pointer nChgConfig5 (0x0D5)
0,272,5:04.689.118,128.150 us,2 B,,SP,36,Read Transaction,02 00*,Read nChgConfig5 (0x0D5) = 0x0002 (ChgEnable=1 (charger enabled))
0,273,5:04.689.253,169.000 us,3 B,,SP,36,Write Transaction,D5 03 00,"Write nChgConfig5 (0x0D5) = 0x0003 (ChgEnable=1 (charger enabled), CCDetEn=1 (CC pin detection enabled))"
0,274,5:04.689.428,88.300 us,1 B,,S,36,Write Transaction,D5,Set pointer nChgConfig5 (0x0D5)
0,275,5:04.689.517,128.200 us,2 B,,SP,36,Read Transaction,03 00*,"Read nChgConfig5 (0x0D5) = 0x0003 (ChgEnable=1 (charger enabled), CCDetEn=1 (CC pin detection enabled))"
0,276,5:04.689.750,88.550 us,1 B,,S,36,Write Transaction,D5,Set pointer nChgConfig5 (0x0D5)
0,277,5:04.689.838,128.150 us,2 B,,SP,36,Read Transaction,03 00*,"Read nChgConfig5 (0x0D5) = 0x0003 (ChgEnable=1 (charger enabled), CCDetEn=1 (CC pin detection enabled))"
0,278,5:04.689.974,168.950 us,3 B,,SP,36,Write Transaction,D5 03 00,"Write nChgConfig5 (0x0D5) = 0x0003 (ChgEnable=1 (charger enabled), CCDetEn=1 (CC pin detection enabled))"
0,279,5:04.690.150,88.300 us,1 B,,S,36,Write Transaction,D5,Set pointer nChgConfig5 (0x0D5)
0,280,5:04.690.238,128.200 us,2 B,,SP,36,Read Transaction,03 00*,"Read nChgConfig5 (0x0D5) = 0x0003 (ChgEnable=1 (charger enabled), CCDetEn=1 (CC pin detection enabled))"
0,281,5:04.690.374,88.300 us,1 B,,S,36,Write Transaction,1A,Set pointer VCell (0x01A)
0,282,5:04.690.462,128.150 us,2 B,,SP,36,Read Transaction,DC CF*,Read VCell (0x01A) = 0xCFDC (4157.188 mV)
0,283,5:04.690.731,88.550 us,1 B,,S,37,Write Transaction,BB,Set pointer nHibCfg (0x1BB)
0,284,5:04.690.819,128.150 us,2 B,,SP,37,Read Transaction,09 09*,"Read nHibCfg (0x1BB) = 0x0909 (EnHib=0 (hibernate disabled), HibEnterTime=0, HibThreshold=9, HibExitTime=1, HibScalar=1)"
0,285,5:04.691.005,169.150 us,3 B,,SP,37,Write Transaction,BB 19 97,"Write nHibCfg (0x1BB) = 0x9719 (EnHib=1 (hibernate enabled), HibEnterTime=1, HibThreshold=7, HibExitTime=3, HibScalar=1)"
0,286,5:04.691.182,88.400 us,1 B,,S,37,Write Transaction,BB,Set pointer nHibCfg (0x1BB)
0,287,5:04.691.270,128.200 us,2 B,,SP,37,Read Transaction,19 97*,"Read nHibCfg (0x1BB) = 0x9719 (EnHib=1 (hibernate enabled), HibEnterTime=1, HibThreshold=7, HibExitTime=3, HibScalar=1)"
0,288,5:08.833.372,86.950 us,1 B,,S,36,Write Transaction,D6,Set pointer ChgDetails00 (0x0D6)
0,289,5:08.833.459,125.500 us,2 B,,SP,36,Read Transaction,60 DD*,"Read ChgDetails00 (0x0D6) = 0xDD60 (AICL_OK=1 (not in AICL mode), CHGIN_OK=1 (CHGIN valid), CHG_OK=1 (charging or charger off), BAT_OK=1 (BAT_DTLS 0x3, 0x4 or 0x7), BYP_OK=1 (BYP node OK), CHGIN_DTLS=3 (VCHGIN valid), CHGEN=0 (CHGEN pin high))"
0,290,5:08.844.311,86.850 us,1 B,,S,36,Write Transaction,D6,Set pointer ChgDetails00 (0x0D6)
0,291,5:08.844.398,125.500 us,2 B,,SP,36,Read Transaction,60 DD*,"Read ChgDetails00 (0x0D6) = 0xDD60 (AICL_OK=1 (not in AICL mode), CHGIN_OK=1 (CHGIN valid), CHG_OK=1 (charging or charger off), BAT_OK=1 (BAT_DTLS 0x3, 0x4 or 0x7), BYP_OK=1 (BYP node OK), CHGIN_DTLS=3 (VCHGIN valid), CHGEN=0 (CHGEN pin high))"
0,292,5:08.855.312,87.050 us,1 B,,S,36,Write Transaction,D6,Set pointer ChgDetails00 (0x0D6)
0,293,5:08.855.399,125.500 us,2 B,,SP,36,Read Transaction,60 DD*,"Read ChgDetails00 (0x0D6) = 0xDD60 (AICL_OK=1 (not in AICL mode), CHGIN_OK=1 (CHGIN valid), CHG_OK=1 (charging or charger off), BAT_OK=1 (BAT_DTLS 0x3, 0x4 or 0x7), BYP_OK=1 (BYP node OK), CHGIN_DTLS=3 (VCHGIN valid), CHGEN=0 (CHGEN pin high))"
0,294,5:08.866.313,87.050 us,1 B,,S,36,Write Transaction,D6,Set pointer ChgDetails00 (0x0D6)
0,295,5:08.866.400,125.500 us,2 B,,SP,36,Read Transaction,60 DD*,"Read ChgDetails00 (0x0D6) = 0xDD60 (AICL_OK=1 (not in AICL mode), CHGIN_OK=1 (CHGIN valid), CHG_OK=1 (charging or charger off), BAT_OK=1 (BAT_DTLS 0x3, 0x4 or 0x7), BYP_OK=1 (BYP node OK), CHGIN_DTLS=3 (VCHGIN valid), CHGEN=0 (CHGEN pin high))"
0,296,5:08.877.314,87.050 us,1 B,,S,36,Write Transaction,D6,Set pointer ChgDetails00 (0x0D6)
0,297,5:08.877.401,125.500 us,2 B,,SP,36,Read Transaction,60 DD*,"Read ChgDetails00 (0x0D6) = 0xDD60 (AICL_OK=1 (not in AICL mode), CHGIN_OK=1 (CHGIN valid), CHG_OK=1 (charging or charger off), BAT_OK=1 (BAT_DTLS 0x3, 0x4 or 0x7), BYP_OK=1 (BYP node OK), CHGIN_DTLS=3 (VCHGIN valid), CHGEN=0 (CHGEN pin high))"
0,298,5:08.888.315,87.000 us,1 B,,S,36,Write Transaction,D6,Set pointer ChgDetails00 (0x0D6)
0,299,5:08.888.402,125.500 us,2 B,,SP,36,Read Transaction,60 DD*,"Read ChgDetails00 (0x0D6) = 0xDD60 (AICL_OK=1 (not in AICL mode), CHGIN_OK=1 (CHGIN valid), CHG_OK=1 (charging or charger off), BAT_OK=1 (BAT_DTLS 0x3, 0x4 or 0x7), BYP_OK=1 (BYP node OK), CHGIN_DTLS=3 (VCHGIN valid), CHGEN=0 (CHGEN pin high))"
0,300,5:08.899.317,87.050 us,1 B,,S,36,Write Transaction,D6,Set pointer ChgDetails00 (0x0D6)
